lncRNA,miRNA
MIR17HG,hsa-miR-302b-3p
MIR17HG,hsa-miR-302c-3p
MIR17HG,hsa-miR-302d-3p
MIR17HG,hsa-miR-302e
MIR17HG,hsa-miR-3666
MIR17HG,hsa-miR-372-3p
MIR17HG,hsa-miR-373-3p
MIR17HG,hsa-miR-377-3p
MIR17HG,hsa-miR-421
MIR17HG,hsa-miR-4295
MIR17HG,hsa-miR-454-3p
MIR17HG,hsa-miR-520a-3p
MIR17HG,hsa-miR-520c-3p
MIR17HG,hsa-miR-520d-3p
MIR17HG,hsa-miR-590-3p
MIR4435-2HG,hsa-miR-136-5p
MIR4435-2HG,hsa-miR-193a-3p
MIR4435-2HG,hsa-miR-193b-3p
MIR4435-2HG,hsa-miR-330-5p
MIR600HG,hsa-miR-199a-5p
MIR600HG,hsa-miR-199b-5p
MIR600HG,hsa-miR-296-3p
NEAT1,hsa-let-7a-5p
NEAT1,hsa-let-7b-5p
NEAT1,hsa-let-7c-5p
NEAT1,hsa-let-7d-5p
NEAT1,hsa-let-7e-5p
NEAT1,hsa-let-7f-5p
NEAT1,hsa-let-7g-5p
NEAT1,hsa-let-7i-5p
NEAT1,hsa-miR-101-3p
NEAT1,hsa-miR-103a-3p
NEAT1,hsa-miR-107
NEAT1,hsa-miR-10a-5p
NEAT1,hsa-miR-10b-5p
NEAT1,hsa-miR-124-3p
NEAT1,hsa-miR-125a-3p
NEAT1,hsa-miR-125a-5p
NEAT1,hsa-miR-129-5p
NEAT1,hsa-miR-146a-5p
NEAT1,hsa-miR-146b-5p
NEAT1,hsa-miR-154-5p
NEAT1,hsa-miR-181a-5p
NEAT1,hsa-miR-181b-5p
NEAT1,hsa-miR-181c-5p
NEAT1,hsa-miR-181d-5p
NEAT1,hsa-miR-193a-3p
NEAT1,hsa-miR-193b-3p
NEAT1,hsa-miR-194-5p
NEAT1,hsa-miR-202-3p
NEAT1,hsa-miR-204-5p
NEAT1,hsa-miR-211-5p
NEAT1,hsa-miR-214-3p
NEAT1,hsa-miR-216a-5p
NEAT1,hsa-miR-22-3p
NEAT1,hsa-miR-27a-3p
NEAT1,hsa-miR-27b-3p
NEAT1,hsa-miR-28-5p
NEAT1,hsa-miR-3139
NEAT1,hsa-miR-320b
NEAT1,hsa-miR-320c
NEAT1,hsa-miR-320d
NEAT1,hsa-miR-324-5p
NEAT1,hsa-miR-329-3p
NEAT1,hsa-miR-335-5p
NEAT1,hsa-miR-339-5p
NEAT1,hsa-miR-342-3p
NEAT1,hsa-miR-34a-5p
NEAT1,hsa-miR-34c-5p
NEAT1,hsa-miR-3529-5p
NEAT1,hsa-miR-3619-5p
NEAT1,hsa-miR-362-3p
NEAT1,hsa-miR-365a-3p
NEAT1,hsa-miR-370-3p
NEAT1,hsa-miR-371a-5p
NEAT1,hsa-miR-377-3p
NEAT1,hsa-miR-379-5p
NEAT1,hsa-miR-383-5p
NEAT1,hsa-miR-425-5p
NEAT1,hsa-miR-4262
NEAT1,hsa-miR-4319
NEAT1,hsa-miR-433-3p
NEAT1,hsa-miR-4429
NEAT1,hsa-miR-4458
NEAT1,hsa-miR-449a
NEAT1,hsa-miR-449b-5p
NEAT1,hsa-miR-4500
NEAT1,hsa-miR-4725-5p
NEAT1,hsa-miR-495-3p
NEAT1,hsa-miR-499a-5p
NEAT1,hsa-miR-503-5p
NEAT1,hsa-miR-504-5p
NEAT1,hsa-miR-505-3p
NEAT1,hsa-miR-506-3p
NEAT1,hsa-miR-539-5p
NEAT1,hsa-miR-543
NEAT1,hsa-miR-590-3p
NEAT1,hsa-miR-708-5p
NEAT1,hsa-miR-761
NEAT1,hsa-miR-9-5p
NEAT1,hsa-miR-98-5p
NNT-AS1,hsa-miR-485-5p
NR2F1-AS1,hsa-miR-136-5p
NR2F1-AS1,hsa-miR-190a-5p
NR2F1-AS1,hsa-miR-25-3p
NR2F1-AS1,hsa-miR-32-5p
NR2F1-AS1,hsa-miR-34a-5p
NR2F1-AS1,hsa-miR-363-3p
NR2F1-AS1,hsa-miR-367-3p
NR2F1-AS1,hsa-miR-449a
NR2F1-AS1,hsa-miR-449b-5p
NR2F1-AS1,hsa-miR-92a-3p
NR2F1-AS1,hsa-miR-92b-3p
OIP5-AS1,hsa-miR-128-3p
OIP5-AS1,hsa-miR-129-5p
OIP5-AS1,hsa-miR-1297
OIP5-AS1,hsa-miR-140-5p
OIP5-AS1,hsa-miR-141-3p
OIP5-AS1,hsa-miR-143-3p
OIP5-AS1,hsa-miR-148a-3p
OIP5-AS1,hsa-miR-148b-3p
OIP5-AS1,hsa-miR-152-3p
OIP5-AS1,hsa-miR-153-3p
OIP5-AS1,hsa-miR-155-5p
OIP5-AS1,hsa-miR-183-5p
OIP5-AS1,hsa-miR-186-5p
OIP5-AS1,hsa-miR-18a-5p
OIP5-AS1,hsa-miR-18b-5p
OIP5-AS1,hsa-miR-200a-3p
OIP5-AS1,hsa-miR-200b-3p
OIP5-AS1,hsa-miR-200c-3p
OIP5-AS1,hsa-miR-216a-5p
OIP5-AS1,hsa-miR-216b-5p
OIP5-AS1,hsa-miR-218-5p
OIP5-AS1,hsa-miR-223-3p
OIP5-AS1,hsa-miR-22-3p
OIP5-AS1,hsa-miR-25-3p
OIP5-AS1,hsa-miR-26a-5p
OIP5-AS1,hsa-miR-26b-5p
OIP5-AS1,hsa-miR-28-5p
OIP5-AS1,hsa-miR-29a-3p
OIP5-AS1,hsa-miR-29b-3p
OIP5-AS1,hsa-miR-29c-3p
OIP5-AS1,hsa-miR-300
OIP5-AS1,hsa-miR-30a-5p
OIP5-AS1,hsa-miR-30b-5p
OIP5-AS1,hsa-miR-30c-5p
OIP5-AS1,hsa-miR-30d-5p
OIP5-AS1,hsa-miR-30e-5p
OIP5-AS1,hsa-miR-3139
OIP5-AS1,hsa-miR-320b
OIP5-AS1,hsa-miR-320c
OIP5-AS1,hsa-miR-320d
OIP5-AS1,hsa-miR-32-5p
OIP5-AS1,hsa-miR-335-5p
OIP5-AS1,hsa-miR-338-3p
OIP5-AS1,hsa-miR-340-5p
OIP5-AS1,hsa-miR-363-3p
OIP5-AS1,hsa-miR-367-3p
OIP5-AS1,hsa-miR-374a-5p
OIP5-AS1,hsa-miR-374b-5p
OIP5-AS1,hsa-miR-376a-3p
OIP5-AS1,hsa-miR-376b-3p
OIP5-AS1,hsa-miR-378a-3p
OIP5-AS1,hsa-miR-378b
OIP5-AS1,hsa-miR-378c
OIP5-AS1,hsa-miR-378d
OIP5-AS1,hsa-miR-378e
OIP5-AS1,hsa-miR-378f
OIP5-AS1,hsa-miR-378h
OIP5-AS1,hsa-miR-378i
OIP5-AS1,hsa-miR-381-3p
OIP5-AS1,hsa-miR-410-3p
OIP5-AS1,hsa-miR-421
OIP5-AS1,hsa-miR-422a
OIP5-AS1,hsa-miR-429
OIP5-AS1,hsa-miR-4429
OIP5-AS1,hsa-miR-4465
OIP5-AS1,hsa-miR-448
OIP5-AS1,hsa-miR-455-5p
OIP5-AS1,hsa-miR-4735-3p
OIP5-AS1,hsa-miR-4770
OIP5-AS1,hsa-miR-495-3p
OIP5-AS1,hsa-miR-543
OIP5-AS1,hsa-miR-653-5p
OIP5-AS1,hsa-miR-708-5p
OIP5-AS1,hsa-miR-7-5p
OIP5-AS1,hsa-miR-92a-3p
OIP5-AS1,hsa-miR-92b-3p
PAX8-AS1,hsa-miR-145-5p
PCAT6,hsa-miR-326
PCAT6,hsa-miR-330-5p
PINK1-AS,hsa-miR-1271-5p
PINK1-AS,hsa-miR-134-5p
PINK1-AS,hsa-miR-141-3p
PINK1-AS,hsa-miR-200a-3p
PINK1-AS,hsa-miR-3118
PINK1-AS,hsa-miR-96-5p
PTPRG-AS1,hsa-miR-421
PURPL,hsa-miR-135a-5p
PURPL,hsa-miR-135b-5p
PURPL,hsa-miR-19a-3p
PURPL,hsa-miR-19b-3p
PURPL,hsa-miR-25-3p
PURPL,hsa-miR-32-5p
PURPL,hsa-miR-338-3p
PURPL,hsa-miR-363-3p
PURPL,hsa-miR-367-3p
PURPL,hsa-miR-495-3p
PURPL,hsa-miR-92a-3p
PURPL,hsa-miR-92b-3p
PVT1,hsa-miR-106a-5p
PVT1,hsa-miR-106b-5p
PVT1,hsa-miR-128-3p
PVT1,hsa-miR-15a-5p
PVT1,hsa-miR-15b-5p
PVT1,hsa-miR-16-5p
PVT1,hsa-miR-17-5p
PVT1,hsa-miR-186-5p
PVT1,hsa-miR-190a-5p
PVT1,hsa-miR-195-5p
PVT1,hsa-miR-20a-5p
PVT1,hsa-miR-20b-5p
PVT1,hsa-miR-24-3p
PVT1,hsa-miR-365a-3p
PVT1,hsa-miR-424-5p
PVT1,hsa-miR-455-5p
PVT1,hsa-miR-488-3p
PVT1,hsa-miR-497-5p
PVT1,hsa-miR-519d-3p
PVT1,hsa-miR-544a
PVT1,hsa-miR-93-5p
RAMP2-AS1,hsa-miR-134-5p
RAMP2-AS1,hsa-miR-3118
SNHG1,hsa-miR-101-3p
SNHG1,hsa-miR-140-5p
SNHG1,hsa-miR-145-5p
SNHG1,hsa-miR-154-5p
SNHG1,hsa-miR-15a-5p
SNHG1,hsa-miR-15b-5p
SNHG1,hsa-miR-16-5p
SNHG1,hsa-miR-182-5p
SNHG1,hsa-miR-18a-5p
SNHG1,hsa-miR-18b-5p
SNHG1,hsa-miR-195-5p
SNHG1,hsa-miR-21-5p
SNHG1,hsa-miR-216b-5p
SNHG1,hsa-miR-326
SNHG1,hsa-miR-328-3p
SNHG1,hsa-miR-330-5p
SNHG1,hsa-miR-376a-3p
SNHG1,hsa-miR-376b-3p
SNHG1,hsa-miR-377-3p
SNHG1,hsa-miR-383-5p
SNHG1,hsa-miR-421
SNHG1,hsa-miR-424-5p
SNHG1,hsa-miR-4735-3p
SNHG1,hsa-miR-497-5p
SNHG1,hsa-miR-590-3p
SNHG1,hsa-miR-590-5p
SNHG11,hsa-miR-154-5p
SNHG12,hsa-miR-138-5p
SNHG12,hsa-miR-15a-5p
SNHG12,hsa-miR-15b-5p
SNHG12,hsa-miR-16-5p
SNHG12,hsa-miR-181a-5p
SNHG12,hsa-miR-181b-5p
SNHG12,hsa-miR-181c-5p
SNHG12,hsa-miR-181d-5p
SNHG12,hsa-miR-195-5p
SNHG12,hsa-miR-197-3p
SNHG12,hsa-miR-199a-5p
SNHG12,hsa-miR-199b-5p
SNHG12,hsa-miR-320b
SNHG12,hsa-miR-320c
SNHG12,hsa-miR-320d
SNHG12,hsa-miR-424-5p
SNHG12,hsa-miR-4262
SNHG12,hsa-miR-4429
SNHG12,hsa-miR-494-3p
SNHG12,hsa-miR-497-5p
SNHG12,hsa-miR-503-5p
SNHG14,hsa-miR-136-5p
SNHG14,hsa-miR-181a-5p
SNHG14,hsa-miR-181b-5p
SNHG14,hsa-miR-181c-5p
SNHG14,hsa-miR-181d-5p
SNHG14,hsa-miR-206
SNHG14,hsa-miR-25-3p
SNHG14,hsa-miR-32-5p
SNHG14,hsa-miR-340-5p
SNHG14,hsa-miR-363-3p
SNHG14,hsa-miR-367-3p
SNHG14,hsa-miR-376c-3p
SNHG14,hsa-miR-382-5p
SNHG14,hsa-miR-425-5p
SNHG14,hsa-miR-4262
SNHG14,hsa-miR-433-3p
SNHG14,hsa-miR-543
SNHG14,hsa-miR-613
SNHG14,hsa-miR-92a-3p
SNHG14,hsa-miR-92b-3p
SNHG15,hsa-miR-141-3p
SNHG15,hsa-miR-153-3p
SNHG15,hsa-miR-18a-5p
SNHG15,hsa-miR-18b-5p
SNHG15,hsa-miR-200a-3p
SNHG15,hsa-miR-24-3p
SNHG15,hsa-miR-338-3p
SNHG15,hsa-miR-346
SNHG15,hsa-miR-371a-5p
SNHG15,hsa-miR-411-5p
SNHG15,hsa-miR-451a
SNHG15,hsa-miR-4735-3p
SNHG15,hsa-miR-873-5p
SNHG16,hsa-let-7a-5p
SNHG16,hsa-let-7b-5p
SNHG16,hsa-let-7c-5p
SNHG16,hsa-let-7d-5p
SNHG16,hsa-let-7e-5p
SNHG16,hsa-let-7f-5p
SNHG16,hsa-let-7g-5p
SNHG16,hsa-let-7i-5p
SNHG16,hsa-miR-106a-5p
SNHG16,hsa-miR-106b-5p
SNHG16,hsa-miR-124-3p
SNHG16,hsa-miR-128-3p
SNHG16,hsa-miR-132-3p
SNHG16,hsa-miR-140-5p
SNHG16,hsa-miR-141-3p
SNHG16,hsa-miR-146a-5p
SNHG16,hsa-miR-146b-5p
SNHG16,hsa-miR-15a-5p
SNHG16,hsa-miR-15b-5p
SNHG16,hsa-miR-16-5p
SNHG16,hsa-miR-17-5p
SNHG16,hsa-miR-182-5p
SNHG16,hsa-miR-183-5p
SNHG16,hsa-miR-190a-5p
SNHG16,hsa-miR-195-5p
SNHG16,hsa-miR-196a-5p
SNHG16,hsa-miR-196b-5p
SNHG16,hsa-miR-200a-3p
SNHG16,hsa-miR-205-5p
SNHG16,hsa-miR-20a-5p
SNHG16,hsa-miR-20b-5p
SNHG16,hsa-miR-212-3p
SNHG16,hsa-miR-216a-5p
SNHG16,hsa-miR-23a-3p
SNHG16,hsa-miR-23b-3p
SNHG16,hsa-miR-23c
SNHG16,hsa-miR-302a-3p
SNHG16,hsa-miR-302b-3p
SNHG16,hsa-miR-302c-3p
SNHG16,hsa-miR-302d-3p
SNHG16,hsa-miR-302e
SNHG16,hsa-miR-31-5p
SNHG16,hsa-miR-372-3p
SNHG16,hsa-miR-373-3p
SNHG16,hsa-miR-421
SNHG16,hsa-miR-424-5p
SNHG16,hsa-miR-4458
SNHG16,hsa-miR-4500
SNHG16,hsa-miR-485-5p
SNHG16,hsa-miR-488-3p
SNHG16,hsa-miR-490-3p
SNHG16,hsa-miR-497-5p
SNHG16,hsa-miR-505-3p
SNHG16,hsa-miR-506-3p
SNHG16,hsa-miR-519d-3p
SNHG16,hsa-miR-520a-3p
SNHG16,hsa-miR-520c-3p
SNHG16,hsa-miR-520d-3p
SNHG16,hsa-miR-544a
SNHG16,hsa-miR-93-5p
SNHG16,hsa-miR-98-5p
SNHG17,hsa-miR-136-5p
SNHG17,hsa-miR-214-3p
SNHG17,hsa-miR-3619-5p
SNHG17,hsa-miR-370-3p
SNHG17,hsa-miR-539-5p
SNHG17,hsa-miR-761
SNHG20,hsa-miR-106a-5p
SNHG20,hsa-miR-106b-5p
SNHG20,hsa-miR-140-5p
SNHG20,hsa-miR-17-5p
SNHG20,hsa-miR-19a-3p
SNHG20,hsa-miR-19b-3p
SNHG20,hsa-miR-20a-5p
SNHG20,hsa-miR-20b-5p
SNHG20,hsa-miR-29a-3p
SNHG20,hsa-miR-29b-3p
SNHG20,hsa-miR-29c-3p
SNHG20,hsa-miR-302a-3p
SNHG20,hsa-miR-302b-3p
SNHG20,hsa-miR-302c-3p
SNHG20,hsa-miR-302d-3p
SNHG20,hsa-miR-302e
SNHG20,hsa-miR-342-3p
SNHG20,hsa-miR-372-3p
SNHG20,hsa-miR-373-3p
SNHG20,hsa-miR-490-3p
SNHG20,hsa-miR-495-3p
SNHG20,hsa-miR-519d-3p
SNHG20,hsa-miR-520a-3p
SNHG20,hsa-miR-520c-3p
SNHG20,hsa-miR-520d-3p
SNHG20,hsa-miR-93-5p
SNHG3,hsa-miR-135a-5p
SNHG3,hsa-miR-135b-5p
SNHG3,hsa-miR-139-5p
SNHG3,hsa-miR-182-5p
SNHG3,hsa-miR-186-5p
SNHG3,hsa-miR-196a-5p
SNHG3,hsa-miR-196b-5p
SNHG3,hsa-miR-216a-5p
SNHG3,hsa-miR-326
SNHG3,hsa-miR-330-5p
SNHG3,hsa-miR-340-5p
SNHG3,hsa-miR-371a-5p
SNHG3,hsa-miR-384
SNHG3,hsa-miR-485-5p
SNHG3,hsa-miR-544a
SNHG3,hsa-miR-758-3p
SNHG5,hsa-miR-1297
SNHG5,hsa-miR-132-3p
SNHG5,hsa-miR-154-5p
SNHG5,hsa-miR-205-5p
SNHG5,hsa-miR-212-3p
SNHG5,hsa-miR-216a-5p
SNHG5,hsa-miR-25-3p
SNHG5,hsa-miR-26a-5p
SNHG5,hsa-miR-26b-5p
SNHG5,hsa-miR-32-5p
SNHG5,hsa-miR-363-3p
SNHG5,hsa-miR-367-3p
SNHG5,hsa-miR-377-3p
SNHG5,hsa-miR-421
SNHG5,hsa-miR-4465
SNHG5,hsa-miR-92a-3p
SNHG5,hsa-miR-92b-3p
SNHG6,hsa-miR-101-3p
SNHG6,hsa-miR-1297
SNHG6,hsa-miR-26a-5p
SNHG6,hsa-miR-26b-5p
SNHG6,hsa-miR-4465
SNHG7,hsa-miR-122-5p
SNHG7,hsa-miR-146a-5p
SNHG7,hsa-miR-146b-5p
SNHG7,hsa-miR-181a-5p
SNHG7,hsa-miR-181b-5p
SNHG7,hsa-miR-181c-5p
SNHG7,hsa-miR-181d-5p
SNHG7,hsa-miR-186-5p
SNHG7,hsa-miR-193a-3p
SNHG7,hsa-miR-193b-3p
SNHG7,hsa-miR-216b-5p
SNHG7,hsa-miR-224-5p
SNHG7,hsa-miR-329-3p
SNHG7,hsa-miR-342-3p
SNHG7,hsa-miR-34a-5p
SNHG7,hsa-miR-34c-5p
SNHG7,hsa-miR-362-3p
SNHG7,hsa-miR-425-5p
SNHG7,hsa-miR-4262
SNHG7,hsa-miR-449a
SNHG7,hsa-miR-449b-5p
SNHG7,hsa-miR-485-5p
SNHG7,hsa-miR-543
SNHG7,hsa-miR-653-5p
SNHG7,hsa-miR-9-5p
ST8SIA6-AS1,hsa-miR-142-3p
TDRG1,hsa-miR-873-5p
TRAF3IP2-AS1,hsa-miR-141-3p
TRAF3IP2-AS1,hsa-miR-153-3p
TRAF3IP2-AS1,hsa-miR-15a-5p
TRAF3IP2-AS1,hsa-miR-15b-5p
TRAF3IP2-AS1,hsa-miR-16-5p
TRAF3IP2-AS1,hsa-miR-195-5p
TRAF3IP2-AS1,hsa-miR-200a-3p
TRAF3IP2-AS1,hsa-miR-320b
TRAF3IP2-AS1,hsa-miR-320c
TRAF3IP2-AS1,hsa-miR-320d
TRAF3IP2-AS1,hsa-miR-374a-5p
TRAF3IP2-AS1,hsa-miR-374b-5p
TRAF3IP2-AS1,hsa-miR-424-5p
TRAF3IP2-AS1,hsa-miR-425-5p
TRAF3IP2-AS1,hsa-miR-4429
TRAF3IP2-AS1,hsa-miR-497-5p
TRAF3IP2-AS1,hsa-miR-874-3p
TRPM2-AS,hsa-miR-103a-3p
TRPM2-AS,hsa-miR-107
TRPM2-AS,hsa-miR-138-5p
TRPM2-AS,hsa-miR-15a-5p
TRPM2-AS,hsa-miR-15b-5p
TRPM2-AS,hsa-miR-16-5p
TRPM2-AS,hsa-miR-195-5p
TRPM2-AS,hsa-miR-424-5p
TRPM2-AS,hsa-miR-497-5p
VIM-AS1,hsa-miR-197-3p
VPS9D1-AS1,hsa-miR-324-5p
VPS9D1-AS1,hsa-miR-376c-3p
VPS9D1-AS1,hsa-miR-377-3p
XIST,hsa-let-7a-5p
XIST,hsa-let-7b-5p
XIST,hsa-let-7c-5p
XIST,hsa-let-7d-5p
XIST,hsa-let-7e-5p
XIST,hsa-let-7f-5p
XIST,hsa-let-7g-5p
XIST,hsa-let-7i-5p
XIST,hsa-miR-101-3p
XIST,hsa-miR-103a-3p
XIST,hsa-miR-106a-5p
XIST,hsa-miR-106b-5p
XIST,hsa-miR-107
XIST,hsa-miR-10a-5p
XIST,hsa-miR-10b-5p
XIST,hsa-miR-122-5p
XIST,hsa-miR-124-3p
XIST,hsa-miR-125a-5p
XIST,hsa-miR-125b-5p
XIST,hsa-miR-126-3p
XIST,hsa-miR-1271-5p
XIST,hsa-miR-129-5p
XIST,hsa-miR-130a-3p
XIST,hsa-miR-130b-3p
XIST,hsa-miR-132-3p
XIST,hsa-miR-135a-5p
XIST,hsa-miR-135b-5p
XIST,hsa-miR-136-5p
XIST,hsa-miR-139-5p
XIST,hsa-miR-140-5p
XIST,hsa-miR-141-3p
XIST,hsa-miR-144-3p
XIST,hsa-miR-146a-5p
XIST,hsa-miR-146b-5p
XIST,hsa-miR-148a-3p
XIST,hsa-miR-148b-3p
XIST,hsa-miR-149-5p
XIST,hsa-miR-150-5p
XIST,hsa-miR-152-3p
XIST,hsa-miR-153-3p
XIST,hsa-miR-154-5p
XIST,hsa-miR-155-5p
XIST,hsa-miR-15a-5p
XIST,hsa-miR-15b-5p
XIST,hsa-miR-16-5p
XIST,hsa-miR-17-5p
XIST,hsa-miR-181a-5p
XIST,hsa-miR-181b-5p
XIST,hsa-miR-181c-5p
XIST,hsa-miR-181d-5p
XIST,hsa-miR-182-5p
XIST,hsa-miR-185-5p
XIST,hsa-miR-186-5p
XIST,hsa-miR-18a-5p
XIST,hsa-miR-18b-5p
XIST,hsa-miR-190a-5p
XIST,hsa-miR-191-5p
XIST,hsa-miR-192-5p
XIST,hsa-miR-193a-3p
XIST,hsa-miR-193b-3p
XIST,hsa-miR-194-5p
XIST,hsa-miR-195-5p
XIST,hsa-miR-196a-5p
XIST,hsa-miR-196b-5p
XIST,hsa-miR-197-3p
XIST,hsa-miR-19a-3p
XIST,hsa-miR-19b-3p
XIST,hsa-miR-200a-3p
XIST,hsa-miR-200b-3p
XIST,hsa-miR-200c-3p
XIST,hsa-miR-202-3p
XIST,hsa-miR-204-5p
XIST,hsa-miR-20a-5p
XIST,hsa-miR-20b-5p
XIST,hsa-miR-211-5p
XIST,hsa-miR-212-3p
XIST,hsa-miR-214-3p
XIST,hsa-miR-215-5p
XIST,hsa-miR-21-5p
XIST,hsa-miR-216a-5p
XIST,hsa-miR-219a-5p
XIST,hsa-miR-23a-3p
XIST,hsa-miR-23b-3p
XIST,hsa-miR-23c
XIST,hsa-miR-25-3p
XIST,hsa-miR-27a-3p
XIST,hsa-miR-27b-3p
XIST,hsa-miR-28-5p
XIST,hsa-miR-296-3p
XIST,hsa-miR-29a-3p
XIST,hsa-miR-29b-3p
XIST,hsa-miR-29c-3p
XIST,hsa-miR-300
XIST,hsa-miR-301a-3p
XIST,hsa-miR-302a-3p
XIST,hsa-miR-302b-3p
XIST,hsa-miR-302c-3p
XIST,hsa-miR-302d-3p
XIST,hsa-miR-302e
XIST,hsa-miR-30a-5p
XIST,hsa-miR-30b-5p
XIST,hsa-miR-30c-5p
XIST,hsa-miR-30d-5p
XIST,hsa-miR-30e-5p
XIST,hsa-miR-3139
XIST,hsa-miR-31-5p
XIST,hsa-miR-3167
XIST,hsa-miR-320b
XIST,hsa-miR-320c
XIST,hsa-miR-320d
XIST,hsa-miR-324-5p
XIST,hsa-miR-32-5p
XIST,hsa-miR-326
XIST,hsa-miR-329-3p
XIST,hsa-miR-330-5p
XIST,hsa-miR-335-5p
XIST,hsa-miR-338-3p
XIST,hsa-miR-340-5p
XIST,hsa-miR-342-3p
XIST,hsa-miR-34a-5p
XIST,hsa-miR-34c-5p
XIST,hsa-miR-3529-5p
XIST,hsa-miR-3619-5p
XIST,hsa-miR-362-3p
XIST,hsa-miR-363-3p
XIST,hsa-miR-365a-3p
XIST,hsa-miR-3666
XIST,hsa-miR-367-3p
XIST,hsa-miR-370-3p
XIST,hsa-miR-371a-5p
XIST,hsa-miR-372-3p
XIST,hsa-miR-373-3p
XIST,hsa-miR-374a-5p
XIST,hsa-miR-374b-5p
XIST,hsa-miR-376c-3p
XIST,hsa-miR-377-3p
XIST,hsa-miR-379-5p
XIST,hsa-miR-381-3p
XIST,hsa-miR-410-3p
XIST,hsa-miR-421
XIST,hsa-miR-424-5p
XIST,hsa-miR-425-5p
XIST,hsa-miR-4262
XIST,hsa-miR-4295
XIST,hsa-miR-429
XIST,hsa-miR-4306
XIST,hsa-miR-4319
XIST,hsa-miR-433-3p
XIST,hsa-miR-4429
XIST,hsa-miR-4458
XIST,hsa-miR-448
XIST,hsa-miR-449a
XIST,hsa-miR-449b-5p
XIST,hsa-miR-4500
XIST,hsa-miR-454-3p
XIST,hsa-miR-4644
XIST,hsa-miR-4735-3p
XIST,hsa-miR-4782-3p
XIST,hsa-miR-485-5p
XIST,hsa-miR-486-5p
XIST,hsa-miR-488-3p
XIST,hsa-miR-490-3p
XIST,hsa-miR-491-5p
XIST,hsa-miR-494-3p
XIST,hsa-miR-495-3p
XIST,hsa-miR-497-5p
XIST,hsa-miR-499a-5p
XIST,hsa-miR-505-3p
XIST,hsa-miR-506-3p
XIST,hsa-miR-519d-3p
XIST,hsa-miR-520a-3p
XIST,hsa-miR-520c-3p
XIST,hsa-miR-520d-3p
XIST,hsa-miR-539-5p
XIST,hsa-miR-542-3p
XIST,hsa-miR-543
XIST,hsa-miR-544a
XIST,hsa-miR-590-3p
XIST,hsa-miR-590-5p
XIST,hsa-miR-599
XIST,hsa-miR-615-3p
XIST,hsa-miR-653-5p
XIST,hsa-miR-708-5p
XIST,hsa-miR-758-3p
XIST,hsa-miR-7-5p
XIST,hsa-miR-761
XIST,hsa-miR-873-5p
XIST,hsa-miR-876-5p
XIST,hsa-miR-92a-3p
XIST,hsa-miR-92b-3p
XIST,hsa-miR-93-5p
XIST,hsa-miR-9-5p
XIST,hsa-miR-96-5p
XIST,hsa-miR-98-5p
ZFAS1,hsa-miR-150-5p
ZFAS1,hsa-miR-590-3p
NALT1,hsa-miR-370-3p
